Unnamed: 0,titel,slutpris,postnummer,ort,medelinkomst_månad,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Biarea,Uteplats,Tomtarea,Våning,Byggår,Driftkostnad,Avgift,Finns_hiss,latitude,longitude
,"Oskarslundsbacken 1, 4 tr",3950000,11743,Stockholms kommun,12842,Lägenhet,Bostadsrätt,2.0,49.0,,0,,2,2019.0,7200,3357,1,59.30586650000001,18.0307693
,"Sjöviksbacken 14, 6 tr",6500000,11743,Stockholms kommun,12842,Lägenhet,Bostadsrätt,3.0,82.0,,0,,6,2019.0,11184,4854,1,59.30568350000001,18.0315107
,"Oskarslundsbacken 13, 3 tr",6200000,11743,Stockholms kommun,12842,Lägenhet,Bostadsrätt,3.0,85.0,,0,,3,2019.0,7850,4976,1,59.30540889999999,18.0306394
,Oskarslundsbacken 13,3750000,11743,Stockholms kommun,12842,Lägenhet,Bostadsrätt,2.0,45.0,,0,,3,2019.0,13870,3196,1,59.30540889999999,18.0306394
,Anders Reimers Väg 4,2750000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,1.0,22.0,,0,,3,1942.0,3000,1812,1,59.31888430000001,18.0255755
,Anders Reimers väg 17,6500000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,2.0,55.0,,1,,3,1943.0,4800,3948,1,59.3196251,18.0214226
,"Anders Reimers väg 15, 6tr",6155000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,3.0,50.0,,0,,1,1943.0,3000,4101,1,59.3195743,18.0221241
,Anders Reimers väg 17,4600000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,2.0,42.0,,0,,1,1943.0,3300,3210,1,59.3196251,18.0214226
,Anders Reimers Väg 11,5000000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,2.0,52.0,,0,,2,1943.0,3000,3762,1,59.3194914,18.0235232
,"Anders Reimers väg 8, vån 3/3",6150000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,2.0,56.0,18 m²,0,,5,1943.0,10080,3619,1,59.31924610000001,18.0258469
,"Vindragarvägen 23, 2tr",6100000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,3.0,56.5,,0,,2,1945.0,3000,3582,1,59.3183751,18.0181421
,Vindragarvägen 10,9000000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,3.0,83.0,,0,,3,1945.0,9240,5110,1,59.31877069999999,18.0185311
,"Anders Reimers väg 11, 3 tr",6085000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,2.0,50.0,,0,,2,1943.0,9840,3948,1,59.3194914,18.0235232
,Anders Reimers Väg 11,5000000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,2.0,52.0,,0,,4,1943.0,3000,3762,1,59.3194914,18.0235232
,"Vindragarvägen 21, 4tr",6250000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,3.0,56.5,,0,,4,1945.0,3000,3582,1,59.3183056,18.018265
,"Anders Reimers väg 8, vån 3/3",3410000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,1.0,30.0,,0,,4,1943.0,7332,2401,1,59.31924610000001,18.0258469
,Anders Reimers väg 14,2600000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,1.0,21.0,,0,,1,1943.0,2904,1601,1,59.3193813,18.0251723
,"Vindragarvägen 2, 2 tr",6400000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,2.0,61.0,,0,,4,1945.0,5844,3776,1,59.318154,18.0203332
,Anders Reimers väg 11,3120000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,1.0,27.5,,0,,1,1943.0,4620,2135,1,59.3194914,18.0235232
,Anders Reimers väg 10,2285000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,1.0,21.0,,0,,0,1943.0,3000,1557,1,59.31933179999999,18.0256577
,Anders Reimers väg 8,4600000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,2.0,46.0,,0,,1,1945.0,6200,3012,1,59.31924610000001,18.0258469
,"Vindragarvägen 21, vån 3",5700000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,3.0,56.5,,0,,3,1945.0,5700,3582,1,59.3183056,18.018265
,Anders Reimers väg 4,4750000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,2.0,44.0,,0,,3,1945.0,12240,3439,1,59.31888430000001,18.0255755
,"Anders Reimers väg 15, 1tr",2795000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,1.0,22.0,,0,,4,,5400,1818,1,59.3195743,18.0221241
,"Anders Reimers Väg 4, 3-4tr",6200000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,3.0,51.0,13 m²,0,,2,,10800,3787,1,59.31888430000001,18.0255755
,Anders Reimers väg 11,3120000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,1.0,27.5,,0,,3,1943.0,4620,2135,1,59.3194914,18.0235232
,Vindragarvägen 4,6025000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,2.0,62.0,,0,,1,1945.0,9840,3963,1,59.3185959,18.0198332
,"Vindragarvägen 10, 3 tr",8750000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,3.0,81.5,,0,,3,1945.0,6261,5239,1,59.31877069999999,18.0185311
,"Anders Reimers väg 9, 3tr",3860000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,1.0,35.5,,0,,2,1942.0,6600,2921,1,59.3195916,18.0242829
,Vindragarvägen 10,4050000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,2.0,42.5,,0,,1,1949.0,7000,2876,1,59.31877069999999,18.0185311
,Vindragarvägen 10,6100000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,3.0,62.5,,0,,2,1945.0,7000,3562,1,59.31877069999999,18.0185311
,"Anders Reimers väg 6, 3tr",4575000,11750,Stockholms kommun,35939,Lägenhet,Bostadsrätt,2.0,44.0,,0,,3,1943.0,3000,3389,1,59.3191277,18.0257588
,"Vinodlargatan 6, 2tr",5800000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,3.0,73.0,,0,,4,2006.0,3000,4156,1,59.3068908,18.0315607
,"Vinodlargatan 2, 4 tr",6000000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,3.0,73.5,,0,,2,2005.0,6950,4710,1,59.3071584,18.0319982
,"Vingårdsgatan 7, 2tr",4200000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,3.0,64.0,,0,,2,2005.0,4200,4302,1,59.3070591,18.0307893
,Vinodlargatan 9,5450000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,3.5,79.5,,1,,4,2006.0,8950,4705,1,59.3068111,18.0318558
,Vinodlargatan 11,5550000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,3.0,84.0,,0,,1,2006.0,7400,4885,1,59.3066801,18.0316781
,"Sjöviksvägen 37, 4tr",7250000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,4.0,97.0,,0,,4,2008.0,5100,4791,1,59.30721209999999,18.0297883
,Sjövikstorget 7,9000000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,4.0,101.5,,0,,2,2008.0,3000,4949,1,59.3075979,18.0302655
,"Sjöviksvägen 37, 2 tr",6950000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,4.0,97.0,,0,,2,2008.0,6650,4791,1,59.30721209999999,18.0297883
,Sjövikstorget 11,5820000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,2.0,61.0,,0,,4,2008.0,4200,3391,1,59.30750079999999,18.0300622
,"Sjöviksvägen 45, Högst upp",6200000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,4.0,76.5,,0,,7,,8600,4904,1,59.3068217,18.0310246
,Sjöviksbacken 2,3800000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,2.0,46.5,,0,,1,2006.0,8781,3220,1,59.30681059999999,18.0325525
,"Sjöviksvägen 59, vån 5",6400000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,3.0,80.5,,0,,4,2006.0,9000,4747,1,59.3065054,18.0320091
,"Vinodlargatan 1, 5 tr",6200000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,3.0,71.5,,0,,5,2006.0,6600,4043,1,59.30705400000001,18.0322875
,Vingårdsgatan 6,5500000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,2.0,65.0,,0,,5,2008.0,3000,3362,1,59.3072853,18.0308457
,Sjöviksvägen 59,7600000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,4.0,97.5,,0,,4,,3000,5073,1,59.3065054,18.0320091
,Vingårdsgatan 7,5225000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,2.0,62.0,,0,,4,2006.0,5500,4219,1,59.3070591,18.0307893
,"Vinodlargatan 1, 3 tr",5800000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,3.0,71.5,,0,,1,2006.0,10200,4043,1,59.30705400000001,18.0322875
,Vingårdsgatan 8,6100000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,3.0,83.5,,0,,3,,9000,4247,1,59.30716049999999,18.030559
,"Sjövikstorget 11, 4tr",6000000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,3.0,78.0,,0,,4,2008.0,8400,4056,1,59.30750079999999,18.0300622
,"Sjöviksbacken 4, 3 tr",5060000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,2.0,70.0,,0,,4,2006.0,6600,3910,1,59.3066699,18.0326336
,Vingårdsgatan 8,8700000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,5.0,118.0,,0,,6,2008.0,11000,5596,1,59.30716049999999,18.030559
,Sjöviksbacken 2,5500000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,2.5,71.5,,0,,3,2006.0,8280,4302,1,59.30681059999999,18.0325525
,"Vinodlargatan 8, 4 tr!",5225000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,2.0,62.5,,0,,5,2006.0,5500,4239,1,59.3068007,18.0313784
,"Vinodlargatan 7, 3tr",3870000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,2.0,44.5,,0,,1,,7900,3142,1,59.3069128,18.0320328
,"Vingårdsgatan 2, 6 tr!",5875000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,3.0,71.5,,0,,6,2008.0,6500,3828,1,59.30747659999999,18.0311041
,Vinodlargatan 9,5795000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,3.0,85.0,,0,,2,2007.0,5400,4927,1,59.3068111,18.0318558
,"Vingårdsgatan 1, 5 tr",5350000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,2.0,66.5,,0,,3,,3000,4412,1,59.30734409999999,18.0314646
,Sjöviksbacken 6,6200000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,4.0,93.0,,0,,3,2007.0,9996,4906,1,59.3065607,18.0324982
,"Sjövikstorget 11, 4tr",6000000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,3.0,78.0,,0,,1,2008.0,8400,4056,1,59.30750079999999,18.0300622
,"Sjöviksvägen 37, 1tr",5100000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,3.0,61.0,,0,,1,2008.0,4200,3391,1,59.30721209999999,18.0297883
,Vingårdsgatan 6,4995000,11758,Stockholms kommun,45936,Lägenhet,Bostadsrätt,2.0,65.0,,0,,2,,3000,3530,1,59.3072853,18.0308457
,Fredsborgsgatan 3,4300000,11759,Stockholms kommun,40254,Lägenhet,Bostadsrätt,2.0,58.0,,0,,3,2008.0,7200,3996,1,59.3069299,18.0276262
,Blekegatan 5,6700000,11759,Stockholms kommun,40254,Lägenhet,Bostadsrätt,3.0,91.0,,0,,4,2004.0,9096,4148,1,59.3065358,18.0266956
,Förmansvägen 25,6950000,11759,Stockholms kommun,40254,Lägenhet,Bostadsrätt,4.0,103.0,,0,,1,2005.0,4800,4581,1,59.30644349999999,18.0271574
,Fredsborgsgatan 17,5200000,11759,Stockholms kommun,40254,Lägenhet,Bostadsrätt,2.5,72.5,,0,,0,2003.0,23084,4100,1,59.3066212,18.0284711
,"Grönbrinksgatan 8, 2 tr",7650000,11759,Stockholms kommun,40254,Lägenhet,Bostadsrätt,4.0,114.0,,0,,2,2009.0,9600,6546,1,59.30695739999999,18.0283111
,"Fredsborgsgatan 1, 3tr",4500000,11759,Stockholms kommun,40254,Lägenhet,Bostadsrätt,2.0,69.0,,0,,2,2009.0,3000,4059,1,59.3069824,18.0275064
,Fredsborgsgatan 2,6020000,11759,Stockholms kommun,40254,Lägenhet,Bostadsrätt,3.0,75.0,,0,,3,2004.0,9084,3589,1,59.30692549999999,18.0270452
,"Fredsborgsgatan 3, 1tr",4475000,11759,Stockholms kommun,40254,Lägenhet,Bostadsrätt,3.0,81.0,,1,,4,2009.0,6000,4599,1,59.3069299,18.0276262
,Blekegatan 3,7100000,11759,Stockholms kommun,40254,Lägenhet,Bostadsrätt,4.0,95.0,,0,,5,,3000,4222,1,59.3066881,18.0267373
,"Vingårdsgatan 46, 4tr",6950000,11759,Stockholms kommun,40254,Lägenhet,Bostadsrätt,3.0,89.5,,0,,3,2003.0,6600,4818,1,59.3065641,18.0293188
,"Blekegatan 3, 2tr",7150000,11759,Stockholms kommun,40254,Lägenhet,Bostadsrätt,4.0,94.0,,0,,2,2004.0,7200,4190,1,59.3066881,18.0267373
,"Sjöviksvägen 34, 4 tr!",8075000,11759,Stockholms kommun,40254,Lägenhet,Bostadsrätt,4.0,101.5,,0,,4,2003.0,10700,5620,1,59.30699480000001,18.029492
,"Grönbrinksgatan 1, 6tr.",7180000,11759,Stockholms kommun,40254,Lägenhet,Bostadsrätt,3.0,87.0,,0,,6,2003.0,7200,4726,1,59.30706799999999,18.0291148
,"Förmansvägen 21, 3tr",6800000,11759,Stockholms kommun,40254,Lägenhet,Bostadsrätt,3.0,87.0,,0,,3,2005.0,6000,3863,1,59.30638990000001,18.0269396
,Sjöviksvägen 34,7995000,11759,Stockholms kommun,40254,Lägenhet,Bostadsrätt,5.0,115.5,,0,,2,2003.0,6000,6173,1,59.30699480000001,18.029492
,Ingenjörsvägen 40,4270000,11759,Stockholms kommun,40254,Lägenhet,Bostadsrätt,2.0,57.0,,0,,0,2009.0,9360,3953,1,59.3072282,18.0277332
,"Blekegatan 1, vån. 6",6900000,11759,Stockholms kommun,40254,Lägenhet,Bostadsrätt,3.0,89.0,,0,,3,2004.0,7200,4032,1,59.3069412,18.0265595
,Förmansvägen 21,6750000,11759,Stockholms kommun,40254,Lägenhet,Bostadsrätt,3.0,92.0,,0,,5,2004.0,4200,4021,1,59.30638990000001,18.0269396
,"Fredsborgsgatan 2, 1tr",6350000,11759,Stockholms kommun,40254,Lägenhet,Bostadsrätt,4.0,103.0,,0,,6,2003.0,13700,4447,1,59.30692549999999,18.0270452
,"Sjöviksvägen 26, BV",4400000,11759,Stockholms kommun,40254,Lägenhet,Bostadsrätt,2.0,64.0,,1,,-1,2009.0,6850,4250,1,59.3073632,18.028436
,Karaffgatan 3,4100000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,2.0,54.0,,0,,1,2011.0,9050,3527,1,59.30820259999999,18.0287656
,"Marieviksgatan 44, 1 tr!",5600000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,3.0,84.0,,0,,1,2010.0,6900,4491,1,59.308414,18.0275972
,Karaffgatan 3,6695000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,4.0,104.0,,0,,1,2011.0,11750,5642,1,59.30820259999999,18.0287656
,"Marieviksgatan 43, 1 tr!",3550000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,2.0,55.0,,0,,2,2011.0,9050,3921,1,59.308436,18.0281967
,"Marieviksgatan 49, 2tr",5500000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,2.0,64.0,,0,,1,2013.0,4800,3752,1,59.3079954,18.0275173
,"Karaffgatan 4, 2tr",7350000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,3.0,84.0,,0,,2,,11300,4579,1,59.3080091,18.0287668
,"Marieviksgatan 43, 6 tr!",7500000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,4.0,101.0,,0,,6,2011.0,10650,6074,1,59.308436,18.0281967
,Marieviksgatan 38,4500000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,3.0,64.0,,0,,6,2010.0,6600,3307,1,59.3088139,18.0281776
,Buteljgatan 26,6420000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,3.0,81.0,,0,,2,2011.0,3000,4707,1,59.3085324,18.029084
,Sjöviksvägen 29,8100000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,4.0,96.0,,0,,5,2013.0,11850,5029,1,59.3077832,18.028244
,Marieviksgatan 48,6600000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,4.0,89.0,,0,,4,2010.0,8400,4761,1,59.30832719999999,18.0274664
,Sjöviksvägen 29,5100000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,2.0,54.0,,0,,1,2013.0,9550,3378,1,59.3077832,18.028244
,"Karaffgatan 2, 4tr",4500000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,2.0,54.0,,0,,4,2013.0,6600,3217,1,59.30824860000001,18.028054
,"Sjöviksvägen 13, 4tr",6500000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,4.0,99.0,,0,,4,2010.0,7800,4681,0,59.30823919999999,18.0270016
,Marieviksgatan 45,4400000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,2.0,54.0,,0,,2,2013.0,6600,3378,1,59.3082583,18.0280268
,"Karaffgatan 2, 4tr",4500000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,2.0,54.0,,0,,1,2013.0,6600,3217,1,59.30824860000001,18.028054
,Buteljgatan 24,5735000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,3.0,76.0,,0,,2,2011.0,9700,4510,1,59.30858959999999,18.0289484
,Buteljgatan 24,5495000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,3.0,76.0,,0,,-1,2011.0,9000,4510,1,59.30858959999999,18.0289484
,"Karaffgatan 4, 3 tr",4600000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,2.0,54.0,,0,,3,2013.0,8600,3378,1,59.3080091,18.0287668
,Marieviksgatan 43,4300000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,2.0,63.0,,0,,3,2012.0,7154,4264,1,59.308436,18.0281967
,Marieviksgatan 42,6000000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,3.0,87.0,,0,,2,2010.0,7200,4606,1,59.30850299999999,18.0278072
,"Karaffgatan 2, 5 tr!",8100000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,4.0,104.0,,0,,5,2013.0,12500,5406,1,59.30824860000001,18.028054
,Buteljgatan 24,3950000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,2.0,45.0,,0,,1,2011.0,8550,3204,1,59.30858959999999,18.0289484
,Marieviksgatan 48,5450000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,3.0,74.0,,0,,3,2009.0,3000,4026,1,59.30832719999999,18.0274664
,Marieviksgatan 45,6750000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,4.0,91.0,,0,,5,2010.0,15545,4917,1,59.3082583,18.0280268
,"Marieviksgatan 45, 5 tr!",8625000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,5.0,110.0,,0,,5,2013.0,9850,5706,1,59.3082583,18.0280268
,"Marieviksgatan 49, 3tr.",5500000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,3.0,71.0,,0,,1,2013.0,7800,4091,1,59.3079954,18.0275173
,"Sjöviksvägen 25, 2 tr",5200000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,3.0,81.0,,0,,2,2012.0,3000,4467,1,59.30788229999999,18.0278527
,"Karaffgatan 4, vån 4",5150000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,2.0,54.0,,0,,-1,2013.0,2520,3378,1,59.3080091,18.0287668
,Buteljgatan 26,6060000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,4.0,89.0,,0,,1,2011.0,9500,5023,1,59.3085324,18.029084
,Buteljgatan 24,3755000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,2.0,45.0,,0,,1,2011.0,7600,3204,1,59.30858959999999,18.0289484
,Sjöviksvägen 25,7200000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,4.0,91.0,,0,,7,2013.0,7834,4684,1,59.30788229999999,18.0278527
,Marieviksgatan 38,5850000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,3.0,87.0,,0,,4,2009.0,3000,4606,1,59.3088139,18.0281776
,"Karaffgatan 2, 7tr",8710000,11760,Stockholms kommun,45501,Lägenhet,Bostadsrätt,4.0,104.0,,0,,7,2013.0,6000,5406,1,59.30824860000001,18.028054
,"Liljeholmsgränd 2, 7 tr",5750000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,72.5,,0,,4,2015.0,10800,5190,1,59.3113256,18.0234736
,Katrinebergsbacken 18,3400000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.0,58.0,,0,,3,1993.0,5500,4068,1,59.312149,18.0259458
,"Katrinebergsbacken 36, MED UTHYRNINGSDEL!",8375000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,4.0,109.0,,0,,1,1993.0,3000,6097,1,59.31103149999999,18.0270945
,Liljeholmsgränd 15,6540000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,75.0,,0,,4,2003.0,11701,3822,1,59.31073559999999,18.0224775
,"Liljeholmsvägen 34, 6tr",6450000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,4.0,88.5,,1,,9,2016.0,2760,6327,1,59.31149019999999,18.0237602
,Liljeholmsvägen 10,5000000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.0,52.0,,0,,4,1910.0,4800,3319,1,59.31282110000001,18.0280482
,"Liljeholmstorget 24, 2 tr",6195000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,89.5,,0,,2,2004.0,3000,2346,1,59.3101943,18.0242464
,Liljeholmsvägen 12,5035000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,69.0,,0,,2,2008.0,3547,4166,1,59.31279879999999,18.0278843
,"Katrinebergsbacken 20, vån 6!",6550000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,4.0,88.0,,0,,1,1995.0,7850,5265,1,59.31225809999999,18.0263188
,"Liljeholmsvägen 12, vån 2",5550000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,80.0,,1,,3,,6300,5168,1,59.31279879999999,18.0278843
,Liljeholmsvägen 34,6600000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,4.0,76.0,,0,,2,2015.0,8400,5403,1,59.31149019999999,18.0237602
,Liljeholmsvägen 8A,7800000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,83.0,,0,,2,1906.0,3000,2366,1,59.3129808,18.0287557
,Liljeholmsgränd 4,5000000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.0,57.0,,0,,3,2015.0,9600,4052,1,59.31131879999999,18.0234516
,"Katrinebergsbacken 24, BV - ombyggd lokal",4150000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,85.0,,0,,1,1993.0,3000,4863,1,59.311921,18.0270026
,"Liljeholmsgränd 4, 5 tr",4500000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.0,57.0,,0,,5,2016.0,3000,4052,1,59.31131879999999,18.0234516
,Liljeholmsvägen 12,5600000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,78.0,,0,,3,2008.0,5400,4709,1,59.31279879999999,18.0278843
,"Liljeholmstorget 6, 3 tr",7000000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,4.0,109.0,,0,,3,2006.0,3000,4516,1,59.30963089999999,18.0244267
,"Liljeholmstorget 50, 1tr",5800000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,85.0,,1,,1,2004.0,3000,2828,1,59.3103836,18.0230005
,"Katrinebergsbacken 18, 3 tr",6700000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,4.0,97.0,,0,,2,1993.0,3000,5987,1,59.312149,18.0259458
,Katrinebergsbacken 22,6100000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,87.0,,0,,1,1993.0,6480,5228,1,59.3120602,18.0265958
,Rosterigränd 3,4400000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.0,57.0,,0,,-1,2015.0,8400,4052,1,59.31178569999999,18.0234219
,Liljeholmsvägen 32,3350000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,1.5,40.0,,0,,9,2015.0,6000,2844,1,59.31185809999999,18.0240155
,"Liljeholmstorget 18, 2tr",6300000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,98.0,,0,,2,2004.0,3000,4922,1,59.3104228,18.0245076
,Rosterigränd 3,4900000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.0,56.5,,0,,1,2016.0,10200,3981,1,59.31178569999999,18.0234219
,Liljeholmsvägen 12,3300000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.0,41.0,,0,,2,2008.0,3000,2476,1,59.31279879999999,18.0278843
,Liljeholmsvägen 10,6200000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,77.0,,0,,1,1912.0,8500,4820,1,59.31282110000001,18.0280482
,"Liljeholmsgränd 4, 5 tr",4500000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.0,57.0,,0,,3,2016.0,3000,4052,1,59.31131879999999,18.0234516
,"Liljeholmsgränd 4, 5 tr",4000000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.0,57.0,,0,,2,2015.0,3000,4052,1,59.31131879999999,18.0234516
,"Liljeholmstorget 84, 1tr",5750000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,74.0,,1,,2,2003.0,3000,3787,1,59.3107216,18.0235236
,"Liljeholmsgränd 4, 5 tr",4000000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.0,57.0,,0,,3,2015.0,3000,4052,1,59.31131879999999,18.0234516
,"Liljeholmsvägen 12, 1 tr",5070000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,69.0,,0,,1,2008.0,7300,4166,1,59.31279879999999,18.0278843
,Katrinebergsbacken 32,4250000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,2.5,68.0,,0,,5,1993.0,4474,4685,1,59.3113171,18.0269796
,"Liljeholmsvägen 32, 8 tr",7650000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,77.5,,0,,8,2015.0,8400,5474,1,59.31185809999999,18.0240155
,Katrinebergsbacken 24,4630000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,3.0,85.0,,0,,2,1995.0,7200,5330,1,59.311921,18.0270026
,Katrinebergsbacken 18,6375000,11761,Stockholms kommun,42906,Lägenhet,Bostadsrätt,4.0,97.0,,0,,0,1993.0,4944,5987,1,59.312149,18.0259458
