,titel,slutpris,postnummer,ort,medelinkomst_månad,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Biarea,Uteplats,Tomtarea,Våning,Byggår,Driftkostnad,Avgift,Finns_hiss,Slutpris_delat,inkomst_delat
10524,Berga Backe 8,3150000,18253,Danderyds kommun,58648,Lägenhet,Bostadsrätt,3.0,66.0,,0,,2,1991.0,8292,4421,1,31.5,5.8648
10525,Vendevägen 77A,1650000,18254,Danderyds kommun,69757,Lägenhet,Bostadsrätt,1.0,22.0,,0,,1,2016.0,11917,2386,1,16.5,6.9757
10526,Vendevägen 77B,2150000,18254,Danderyds kommun,69757,Lägenhet,Bostadsrätt,1.0,35.0,,0,,2,2016.0,13368,3452,1,21.5,6.9757
10527,Vendevägen 77A,1600000,18254,Danderyds kommun,69757,Lägenhet,Bostadsrätt,1.0,22.0,,0,,1,2016.0,3480,2373,1,16.0,6.9757
10528,Vendevägen 77A,1665000,18254,Danderyds kommun,69757,Lägenhet,Bostadsrätt,1.0,22.0,,0,,1,2016.0,6160,2170,1,16.65,6.9757
10529,"Vendevägen 77A, 1 tr (vån 2)",1675000,18254,Danderyds kommun,69757,Lägenhet,Bostadsrätt,1.0,22.0,,0,,1,2016.0,5400,2373,1,16.75,6.9757
10530,Vendevägen 77A,1700000,18254,Danderyds kommun,69757,Lägenhet,Bostadsrätt,1.0,22.0,,0,,1,2016.0,3000,2386,1,17.0,6.9757
10531,Vendevägen 77B,1650000,18254,Danderyds kommun,69757,Lägenhet,Bostadsrätt,1.0,22.0,,0,,1,2016.0,14808,2373,1,16.5,6.9757
10532,Vendevägen 77 A,1595000,18254,Danderyds kommun,69757,Lägenhet,Bostadsrätt,1.0,22.0,,0,,0,2016.0,5388,2373,1,15.95,6.9757
10533,Golfbanevägen 5,3150000,18257,Danderyds kommun,81803,Lägenhet,Bostadsrätt,1.0,34.0,,0,,7,2020.0,5700,2665,1,31.5,8.1803
10534,Danderydsvägen 69B,2500000,18262,Danderyds kommun,112049,Lägenhet,Bostadsrätt,1.0,32.3,,0,,2,1923.0,8784,1563,1,25.0,11.2049
10535,Gautiodsvägen 4 A,2895000,18262,Danderyds kommun,112049,Lägenhet,Bostadsrätt,2.0,50.0,,0,,2,1985.0,12878,4302,1,28.95,11.2049
10536,Grimvägen 6,2995000,18268,Danderyds kommun,60624,Lägenhet,Bostadsrätt,2.0,62.0,,0,,1,1958.0,3000,5445,1,29.95,6.0624
10537,Grimvägen 6,3500000,18268,Danderyds kommun,60624,Lägenhet,Bostadsrätt,2.0,57.0,,0,,3,1954.0,4800,5045,1,35.0,6.0624
10538,Grimvägen 6,3500000,18268,Danderyds kommun,60624,Lägenhet,Bostadsrätt,2.0,57.0,,0,,3,1954.0,4800,5045,1,35.0,6.0624
10539,Grimvägen 8,1270000,18268,Danderyds kommun,60624,Lägenhet,Bostadsrätt,1.0,31.5,,0,,0,1954.0,3000,3251,1,12.7,6.0624
10540,Gudmundvägen 1B,2250000,18269,Danderyds kommun,84687,Lägenhet,Bostadsrätt,1.0,24.0,,0,,2,1960.0,28800,1097,1,22.5,8.4687
10541,Gudmundvägen 1B,2250000,18269,Danderyds kommun,84687,Lägenhet,Bostadsrätt,1.0,24.0,,0,,2,1960.0,28800,1097,1,22.5,8.4687
10542,Vasavägen 7,2425000,18273,Danderyds kommun,116741,Lägenhet,Bostadsrätt,1.0,37.0,,0,,2,1905.0,4320,1721,1,24.25,11.6741
10543,Klostervägen 5B,3000000,18276,Danderyds kommun,35072,Lägenhet,Bostadsrätt,2.0,48.0,,0,,2,1940.0,13694,4038,1,30.0,3.5072
10544,Klostervägen 5B,3000000,18276,Danderyds kommun,35072,Lägenhet,Bostadsrätt,2.0,48.0,,0,,2,1940.0,13694,4038,1,30.0,3.5072
10545,Klostervägen 3B,2200000,18276,Danderyds kommun,35072,Lägenhet,Bostadsrätt,1.0,42.0,,0,,2,1939.0,5880,3985,1,22.0,3.5072
10546,Invernessvägen 9,2400000,18276,Danderyds kommun,35072,Lägenhet,Bostadsrätt,1.0,34.0,,0,,2,1938.0,9600,1964,1,24.0,3.5072
10547,Klostervägen 5B,3000000,18276,Danderyds kommun,35072,Lägenhet,Bostadsrätt,2.0,48.0,,0,,2,1940.0,13694,4038,1,30.0,3.5072
10548,Invernessvägen 9,2300000,18276,Danderyds kommun,35072,Lägenhet,Bostadsrätt,1.0,30.0,,0,,3,1938.0,6600,1996,1,23.0,3.5072
10549,Klostervägen 5B,2395000,18276,Danderyds kommun,35072,Lägenhet,Bostadsrätt,1.5,34.0,,1,,0,1940.0,4788,2861,1,23.95,3.5072
10550,Klostervägen 5B,2600000,18276,Danderyds kommun,35072,Lägenhet,Bostadsrätt,2.0,42.0,,0,,1,1940.0,8120,3555,1,26.0,3.5072
10551,Sikrenovägen 8,2375000,18277,Danderyds kommun,74013,Lägenhet,Bostadsrätt,1.0,32.0,,0,,1,1939.0,5880,1174,1,23.75,7.4013
10552,Sikrenovägen 6,3200000,18277,Danderyds kommun,74013,Lägenhet,Bostadsrätt,2.5,50.0,,0,,3,1938.0,7320,4301,1,32.0,7.4013
10553,Sikrenovägen 6,2150000,18277,Danderyds kommun,74013,Lägenhet,Bostadsrätt,1.0,30.0,,0,,1,1938.0,9048,2527,1,21.5,7.4013
10554,Sikrenovägen 6,2500000,18277,Danderyds kommun,74013,Lägenhet,Bostadsrätt,1.0,32.5,,0,,2,1938.0,3000,3038,1,25.0,7.4013
10555,Sikrenovägen 6,2500000,18277,Danderyds kommun,74013,Lägenhet,Bostadsrätt,1.0,32.5,,0,,2,1938.0,3000,3038,1,25.0,7.4013
10556,NÄSBYVÄGEN 2,2125000,18330,Täby kommun,39668,Lägenhet,Bostadsrätt,1.5,35.0,11 m²,0,,1,2018.0,1800,4721,1,21.25,3.9668
10557,Näsbyvägen 2,1950000,18330,Täby kommun,39668,Lägenhet,Bostadsrätt,1.0,35.0,11 m²,0,,1,2019.0,2400,4721,1,19.5,3.9668
10558,Näsbyvägen 2,1900000,18330,Täby kommun,39668,Lägenhet,Bostadsrätt,1.0,35.0,,0,,7,2019.0,1800,3592,1,19.0,3.9668
10559,"Näsbyvägen 2, 2tr",1795000,18330,Täby kommun,39668,Lägenhet,Bostadsrätt,1.0,35.0,,0,,2,2019.0,4536,3592,1,17.95,3.9668
10560,Näsbyvägen 2,2050000,18330,Täby kommun,39668,Lägenhet,Bostadsrätt,1.5,35.0,,0,,6,2019.0,3000,3592,1,20.5,3.9668
10561,Näsbyvägen 2,1800000,18330,Täby kommun,39668,Lägenhet,Bostadsrätt,1.0,35.0,,0,,4,2019.0,6100,3952,1,18.0,3.9668
10562,Sågtorpsvägen 71B,3450000,18330,Täby kommun,39668,Lägenhet,Bostadsrätt,3.0,66.0,,0,,0,2013.0,11327,5741,1,34.5,3.9668
10563,Näsbyvägen 2,2145000,18330,Täby kommun,39668,Lägenhet,Bostadsrätt,1.5,35.0,11 m²,0,,6,2018.0,3240,5671,1,21.45,3.9668
10564,Näsbyvägen 2,2150000,18330,Täby kommun,39668,Lägenhet,Bostadsrätt,1.0,35.0,11 m²,0,,1,2019.0,7080,4721,1,21.5,3.9668
10565,Näsbyvägen 2,2150000,18330,Täby kommun,39668,Lägenhet,Bostadsrätt,1.0,35.0,,0,,4,2019.0,4800,3592,1,21.5,3.9668
10566,"Näsbydalsvägen 8,14tr",2820000,18331,Täby kommun,32458,Lägenhet,Bostadsrätt,2.0,62.0,,0,,1,1958.0,5200,3568,1,28.2,3.2458
10567,Näsbydalsvägen 8,2970000,18331,Täby kommun,32458,Lägenhet,Bostadsrätt,3.0,83.0,,0,,1,1960.0,9616,4450,1,29.7,3.2458
10568,Näsbydalsvägen 4,2480000,18331,Täby kommun,32458,Lägenhet,Bostadsrätt,2.0,62.0,,0,,1,1961.0,3000,3366,1,24.8,3.2458
10569,Näsbydalsvägen 6,2165000,18331,Täby kommun,32458,Lägenhet,Bostadsrätt,1.5,48.5,,0,,5,1959.0,4020,2713,1,21.65,3.2458
10570,Näsbydalsvägen 8,3400000,18331,Täby kommun,32458,Lägenhet,Bostadsrätt,3.0,83.0,,0,,1,1959.0,3600,4421,1,34.0,3.2458
10571,"Näsbydalsvägen 6, 10tr",2250000,18331,Täby kommun,32458,Lägenhet,Bostadsrätt,2.0,48.5,,0,,1,1961.0,4308,2752,1,22.5,3.2458
10572,Näsbydalsvägen 8,3195000,18331,Täby kommun,32458,Lägenhet,Bostadsrätt,3.0,83.0,,0,,5,1958.0,3600,4396,1,31.95,3.2458
10573,Näsbydalsvägen 2 vån 9,2495000,18331,Täby kommun,32458,Lägenhet,Bostadsrätt,2.0,62.0,,0,,9,1961.0,7784,3366,1,24.95,3.2458
10574,"Näsbydalsvägen 6, 10tr",2250000,18331,Täby kommun,32458,Lägenhet,Bostadsrätt,2.0,48.5,,0,,1,1961.0,4308,2752,1,22.5,3.2458
10575,Näsbydalsvägen 4,2250000,18331,Täby kommun,32458,Lägenhet,Bostadsrätt,1.5,48.5,,0,,1,1958.0,3228,2657,1,22.5,3.2458
10576,"Näsbydalsvägen 8,4tr",2350000,18331,Täby kommun,32458,Lägenhet,Bostadsrätt,1.5,48.5,,0,,4,1958.0,5500,2686,1,23.5,3.2458
10577,"Näsbydalsvägen 4, 4tr",2150000,18331,Täby kommun,32458,Lägenhet,Bostadsrätt,2.0,48.5,,0,,4,1961.0,4308,2686,1,21.5,3.2458
10578,Näsbydalsvägen 8,3400000,18331,Täby kommun,32458,Lägenhet,Bostadsrätt,3.0,83.0,,0,,1,1959.0,3600,4421,1,34.0,3.2458
10579,"Näsbydalsvägen 2, 7tr",2850000,18331,Täby kommun,32458,Lägenhet,Bostadsrätt,2.0,62.0,,0,,2,1958.0,5700,3568,1,28.5,3.2458
10580,"Näsbydalsvägen 2,4tr",2400000,18331,Täby kommun,32458,Lägenhet,Bostadsrätt,2.0,62.0,,0,,4,1958.0,5000,3494,1,24.0,3.2458
10581,"Näsbydalsvägen 2, vån 2",3500000,18331,Täby kommun,32458,Lägenhet,Bostadsrätt,4.0,97.5,,0,,2,,5400,5034,1,35.0,3.2458
10582,Näsbydalsvägen 2,2495000,18331,Täby kommun,32458,Lägenhet,Bostadsrätt,2.0,62.0,,0,,1,1958.0,4000,3099,1,24.95,3.2458
10583,Näsbydalsvägen 6,2200000,18331,Täby kommun,32458,Lägenhet,Bostadsrätt,1.0,48.5,,0,,1,,3000,2751,1,22.0,3.2458
10584,"Näsbydalsvägen 8, 3tr",2460000,18331,Täby kommun,32458,Lägenhet,Bostadsrätt,2.0,62.0,,0,,3,1959.0,5400,3457,1,24.6,3.2458
10585,Näsbydalsvägen 4,2250000,18331,Täby kommun,32458,Lägenhet,Bostadsrätt,1.5,48.5,,0,,1,1958.0,3228,2657,1,22.5,3.2458
10586,Näsbydalsvägen 8,2600000,18331,Täby kommun,32458,Lägenhet,Bostadsrätt,2.0,62.0,,0,,9,1959.0,3000,3568,1,26.0,3.2458
10587,"Näsbydalsvägen 2, vån 2",3500000,18331,Täby kommun,32458,Lägenhet,Bostadsrätt,4.0,97.5,,0,,2,,5400,5034,1,35.0,3.2458
10588,Grindtorpsvägen 5,2375000,18332,Täby kommun,32020,Lägenhet,Bostadsrätt,2.0,61.0,,0,,2,1962.0,5568,4198,1,23.75,3.202
10589,Grindtorpsvägen 17,2750000,18332,Täby kommun,32020,Lägenhet,Bostadsrätt,3.0,79.0,,0,,3,1962.0,6000,4996,1,27.5,3.202
10590,Grindtorpsvägen 7,2495000,18332,Täby kommun,32020,Lägenhet,Bostadsrätt,2.0,61.0,,0,,3,1962.0,5400,4244,1,24.95,3.202
10591,"Grindtorpsvägen 13, 9 tr",3200000,18332,Täby kommun,32020,Lägenhet,Bostadsrätt,3.0,80.0,,0,,9,1962.0,7000,5815,1,32.0,3.202
10592,Grindtorpsvägen  3,3215000,18332,Täby kommun,32020,Lägenhet,Bostadsrätt,3.0,79.0,,0,,3,1962.0,4800,5710,1,32.15,3.202
10593,Grindtorpsvägen 19,2875000,18332,Täby kommun,32020,Lägenhet,Bostadsrätt,3.0,79.0,,0,,1,1962.0,3000,5574,1,28.75,3.202
10594,Grindtorpsvägen 7,3050000,18332,Täby kommun,32020,Lägenhet,Bostadsrätt,3.0,79.0,,0,,9,1962.0,6600,5506,1,30.5,3.202
10595,"Grindtorpsvägen 13, 9 tr",3200000,18332,Täby kommun,32020,Lägenhet,Bostadsrätt,3.0,80.0,,0,,1,1962.0,7000,5815,1,32.0,3.202
10596,Grindtorpsvägen 7,2695000,18332,Täby kommun,32020,Lägenhet,Bostadsrätt,3.0,80.0,,0,,1,1962.0,6000,5475,1,26.95,3.202
10597,"Grindtorpsvägen 1, 2tr",3250000,18332,Täby kommun,32020,Lägenhet,Bostadsrätt,3.0,80.0,,0,,2,1962.0,5400,5689,1,32.5,3.202
10598,Grindtorpsvägen  3,3215000,18332,Täby kommun,32020,Lägenhet,Bostadsrätt,3.0,79.0,,0,,1,1962.0,4800,5710,1,32.15,3.202
10599,"Grindtorpsvägen 1, 2tr",3250000,18332,Täby kommun,32020,Lägenhet,Bostadsrätt,3.0,80.0,,0,,0,1962.0,5400,5689,1,32.5,3.202
10600,Grindtorpsvägen 21,2900000,18332,Täby kommun,32020,Lägenhet,Bostadsrätt,3.0,80.0,,0,,2,1962.0,6500,5610,1,29.0,3.202
10601,"Meteorvägen 26, 3tr",2500000,18333,Täby kommun,29667,Lägenhet,Bostadsrätt,3.0,81.0,,0,,3,1961.0,5400,5244,1,25.0,2.9667
10602,Kometvägen 1,2250000,18333,Täby kommun,29667,Lägenhet,Bostadsrätt,2.0,59.5,,0,,2,1961.0,12480,4133,1,22.5,2.9667
10603,Meteorvägen 28,2400000,18333,Täby kommun,29667,Lägenhet,Bostadsrätt,2.0,67.5,,0,,1,,6360,3861,1,24.0,2.9667
10604,"Kometvägen 5, 4tr",2750000,18333,Täby kommun,29667,Lägenhet,Bostadsrätt,2.0,59.5,,0,,4,1961.0,4800,4227,1,27.5,2.9667
10605,"Meteorvägen 14, 3tr",3295000,18333,Täby kommun,29667,Lägenhet,Bostadsrätt,3.0,81.0,,0,,3,1961.0,4800,5244,1,32.95,2.9667
10606,Meteorvägen 54,2950000,18333,Täby kommun,29667,Lägenhet,Bostadsrätt,3.0,81.0,,0,,4,1961.0,3600,4947,1,29.5,2.9667
10607,"Meteorvägen 14, 3tr",3295000,18333,Täby kommun,29667,Lägenhet,Bostadsrätt,3.0,81.0,,0,,3,1961.0,4800,5244,1,32.95,2.9667
10608,"Meteorvägen 40, 3tr",2450000,18333,Täby kommun,29667,Lägenhet,Bostadsrätt,3.0,81.0,,0,,3,1961.0,4200,5244,1,24.5,2.9667
10609,Meteorvägen 8,2900000,18333,Täby kommun,29667,Lägenhet,Bostadsrätt,3.0,81.0,,0,,3,1961.0,9000,5244,1,29.0,2.9667
10610,Meteorvägen 60,3200000,18333,Täby kommun,29667,Lägenhet,Bostadsrätt,3.0,81.0,,0,,1,1961.0,6000,5175,1,32.0,2.9667
10611,Meteorvägen 62,3250000,18333,Täby kommun,29667,Lägenhet,Bostadsrätt,3.0,81.0,,0,,2,1961.0,7800,5175,1,32.5,2.9667
10612,"Meteorvägen 26, 3tr",2500000,18333,Täby kommun,29667,Lägenhet,Bostadsrätt,3.0,81.0,,0,,3,1961.0,5400,5244,1,25.0,2.9667
10613,Meteorvägen 64,2400000,18333,Täby kommun,29667,Lägenhet,Bostadsrätt,2.0,57.5,,0,,1,1961.0,5988,3979,1,24.0,2.9667
10614,"Meteorvägen 64, 3tr",2250000,18333,Täby kommun,29667,Lägenhet,Bostadsrätt,2.0,57.5,,0,,3,1961.0,5400,3753,1,22.5,2.9667
10615,Meteorvägen 26,2425000,18333,Täby kommun,29667,Lägenhet,Bostadsrätt,2.0,67.5,,0,,1,1961.0,6000,4073,1,24.25,2.9667
10616,"Meteorvägen 64, 3tr",2250000,18333,Täby kommun,29667,Lägenhet,Bostadsrätt,2.0,57.5,,0,,3,1961.0,5400,3753,1,22.5,2.9667
10617,METEORVÄGEN 24,2995000,18333,Täby kommun,29667,Lägenhet,Bostadsrätt,3.0,81.0,,0,,1,1961.0,5500,5244,1,29.95,2.9667
10618,Meteorvägen 10,2500000,18333,Täby kommun,29667,Lägenhet,Bostadsrätt,3.0,81.0,,0,,1,1961.0,3600,4533,1,25.0,2.9667
10619,Kometvägen 1,2250000,18333,Täby kommun,29667,Lägenhet,Bostadsrätt,2.0,59.5,,0,,2,1961.0,12480,4133,1,22.5,2.9667
10620,"Stora Marknadsvägen 9, 5tr",2040000,18334,Täby kommun,43041,Lägenhet,Bostadsrätt,1.0,31.0,,0,,5,2015.0,5040,2390,1,20.4,4.3041
10621,Attundavägen 2,1800000,18334,Täby kommun,43041,Lägenhet,Bostadsrätt,1.0,30.0,,0,,6,2015.0,3000,1878,1,18.0,4.3041
10622,Häradsgränd 3,2040000,18334,Täby kommun,43041,Lägenhet,Bostadsrätt,1.0,33.0,,0,,2,2015.0,9948,2004,1,20.4,4.3041
10623,Esplanaden 30,3500000,18334,Täby kommun,43041,Lägenhet,Bostadsrätt,2.0,62.0,,0,,3,2014.0,10392,3854,1,35.0,4.3041
10624,Stora Marknadsvägen 13A,2650000,18334,Täby kommun,43041,Lägenhet,Bostadsrätt,2.0,53.5,,1,,1,2017.0,3208,3338,1,26.5,4.3041
10625,Attundavägen 2,2195000,18334,Täby kommun,43041,Lägenhet,Bostadsrätt,1.0,33.0,,0,,5,2015.0,9228,2204,1,21.95,4.3041
10626,"Åkerbyvägen 94, 5tr",2750000,18335,Täby kommun,29301,Lägenhet,Bostadsrätt,2.0,68.0,,0,,5,1968.0,5364,4134,1,27.5,2.9301
10627,Åkerbyvägen 92,2325000,18335,Täby kommun,29301,Lägenhet,Bostadsrätt,2.0,54.0,,0,,1,1969.0,3000,3356,1,23.25,2.9301
10628,ÅKERBYVÄGEN 84,2100000,18335,Täby kommun,29301,Lägenhet,Bostadsrätt,2.0,54.0,,0,,6,1968.0,3600,3107,1,21.0,2.9301
10629,"Åkerbyvägen 90, 12 tr",3025000,18335,Täby kommun,29301,Lägenhet,Bostadsrätt,3.0,88.5,,0,,1,1969.0,6100,5321,1,30.25,2.9301
10630,"Åkerbyvägen 84, 5tr",2395000,18335,Täby kommun,29301,Lägenhet,Bostadsrätt,2.0,68.0,,0,,5,,3000,3828,1,23.95,2.9301
10631,"Åkerbyvägen 88, 5 tr",3100000,18335,Täby kommun,29301,Lägenhet,Bostadsrätt,3.0,88.5,,0,,5,1968.0,3000,5288,1,31.0,2.9301
10632,"Åkerbyvägen 86, 2 tr",2890000,18335,Täby kommun,29301,Lägenhet,Bostadsrätt,2.0,68.0,,0,,2,,3000,4030,1,28.9,2.9301
10633,Åkerbyvägen 94,2325000,18335,Täby kommun,29301,Lägenhet,Bostadsrätt,2.0,54.0,,0,,4,1969.0,6600,3320,1,23.25,2.9301
10634,Åkerbyvägen 92,3360000,18335,Täby kommun,29301,Lägenhet,Bostadsrätt,3.0,88.5,,0,,3,1968.0,5460,5214,1,33.6,2.9301
10635,Åkerbyvägen 86 vån 5,2650000,18335,Täby kommun,29301,Lägenhet,Bostadsrätt,2.0,68.0,,0,,5,1969.0,3000,4134,1,26.5,2.9301
10636,"Åkerbyvägen 96, 9tr",2480000,18335,Täby kommun,29301,Lägenhet,Bostadsrätt,2.0,54.0,,0,,9,1968.0,6816,3356,1,24.8,2.9301
10637,Åkerbyvägen 86,2425000,18335,Täby kommun,29301,Lägenhet,Bostadsrätt,2.0,54.0,,0,,1,1969.0,3000,3356,1,24.25,2.9301
10638,"Åkerbyvägen 96, 3 tr",1960000,18335,Täby kommun,29301,Lägenhet,Bostadsrätt,2.0,54.0,,0,,3,1971.0,3000,3282,1,19.6,2.9301
10639,"Åkerbyvägen 84, 13tr",2495000,18335,Täby kommun,29301,Lägenhet,Bostadsrätt,2.0,68.0,,0,,1,,3000,3854,1,24.95,2.9301
10640,"Åkerbyvägen 88, 5 tr",3100000,18335,Täby kommun,29301,Lägenhet,Bostadsrätt,3.0,88.5,,0,,6,1968.0,3000,5288,1,31.0,2.9301
10641,Åkerbyvägen 86,2495000,18335,Täby kommun,29301,Lägenhet,Bostadsrätt,2.0,54.0,,0,,1,1969.0,3000,3107,1,24.95,2.9301
10642,"Åkerbyvägen 90, 12 tr",3025000,18335,Täby kommun,29301,Lägenhet,Bostadsrätt,3.0,88.5,,0,,1,1969.0,6100,5321,1,30.25,2.9301
10643,"Åkerbyvägen 92, 10 Tr",2450000,18335,Täby kommun,29301,Lägenhet,Bostadsrätt,2.0,54.0,,0,,1,1968.0,3900,3356,1,24.5,2.9301
10644,"Åkerbyvägen 94, vån 7",2235000,18335,Täby kommun,29301,Lägenhet,Bostadsrätt,2.0,54.0,,0,,7,1968.0,3900,3107,1,22.35,2.9301
10645,"Åkerbyvägen 98, 18335 Täby",2450000,18335,Täby kommun,29301,Lägenhet,Bostadsrätt,2.0,54.0,,0,,6,1968.0,3000,3107,1,24.5,2.9301
10646,"Åkerbyvägen 88, 12 tr",2350000,18335,Täby kommun,29301,Lägenhet,Bostadsrätt,2.0,68.0,,0,,1,1972.0,4800,4162,1,23.5,2.9301
10647,"Näsbydalsvägen 14, 1tr",2750000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,3.0,79.5,,0,,1,1962.0,3000,4100,1,27.5,3.1973
10648,Näsbydalsvägen 14 -  vån 8,2875000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,3.0,67.0,,0,,2,,3000,3913,1,28.75,3.1973
10649,Näsbydalsvägen 10,3100000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,3.0,83.0,,0,,1,1958.0,4000,4145,1,31.0,3.1973
10650,"Näsbydalsvägen 12, 13tr",2165000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,1.0,48.5,,0,,1,1961.0,3000,2751,1,21.65,3.1973
10651,Näsbydalsvägen 10,2850000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,3.0,83.0,,0,,6,1959.0,6000,4421,1,28.5,3.1973
10652,"Näsbydalsvägen 12, 12 Tr",1870000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,1.0,35.0,,0,,1,1959.0,3700,2211,1,18.7,3.1973
10653,Näsbydalsvägen 14,2210000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,1.0,48.5,,0,,2,1961.0,3336,2632,1,22.1,3.1973
10654,"Näsbydalsvägen 10, 5tr",2950000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,3.0,67.0,,0,,5,1961.0,3000,3856,1,29.5,3.1973
10655,Näsbydalsvägen 14,2450000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,2.0,62.5,,0,,2,1961.0,3000,3437,1,24.5,3.1973
10656,"Näsbydalsvägen 16,13tr",1795000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,1.0,35.0,,0,,1,1961.0,5232,2344,1,17.95,3.1973
10657,Näsbydalsvägen 10,3100000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,3.0,83.0,,0,,1,1958.0,4000,4145,1,31.0,3.1973
10658,Näsbydalsvägen 16,3150000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,3.0,79.5,,0,,8,1961.0,12627,4344,1,31.5,3.1973
10659,"Näsbydalsvägen 12, 12tr",2350000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,1.5,48.5,,0,,1,1958.0,5200,2751,1,23.5,3.1973
10660,"Näsbydalsvägen 14,10tr",2265000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,1.0,35.0,,0,,1,1958.0,4500,2344,1,22.65,3.1973
10661,Näsbydalsvägen 14 vån 13,2630000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,3.0,83.0,,0,,1,1961.0,6500,4450,1,26.3,3.1973
10662,"Näsbydalsvägen 12,5tr",2800000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,2.0,63.5,,0,,5,1958.0,5700,3580,1,28.0,3.1973
10663,"Näsbydalsvägen 12, 2tr",2595000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,2.0,63.5,,0,,2,1959.0,5800,3470,1,25.95,3.1973
10664,"Näsbydalsvägen 16, 9tr",2700000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,2.0,63.5,,0,,9,1961.0,4200,3620,1,27.0,3.1973
10665,Näsbydalsvägen 10,2475000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,2.0,62.5,,0,,8,1959.0,3600,3385,1,24.75,3.1973
10666,"Näsbydalsvägen 16, 14tr",1925000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,1.0,35.0,,0,,1,1959.0,3600,2344,1,19.25,3.1973
10667,Näsbydalsvägen 14,2925000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,3.0,83.0,,0,,7,1961.0,9600,4145,1,29.25,3.1973
10668,Näsbydalsvägen 16,2770000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,3.0,67.0,,0,,1,1961.0,3000,3913,1,27.7,3.1973
10669,Näsbydalsvägen 10,2825000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,3.0,83.0,,0,,4,1961.0,4200,4344,1,28.25,3.1973
10670,Näsbydalsvägen 16,2165000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,1.5,48.5,,0,,1,1959.0,2500,2752,1,21.65,3.1973
10671,"Näsbydalsvägen 16, 13tr",2125000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,1.0,48.5,,0,,1,1958.0,5000,2751,1,21.25,3.1973
10672,Näsbydalsvägen 10,2595000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,2.0,62.5,,0,,3,1959.0,3000,3588,1,25.95,3.1973
10673,"Näsbydalsvägen 12, 13 tr",2395000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,3.0,67.0,,0,,1,1960.0,6000,3691,1,23.95,3.1973
10674,Näsbydalsvägen 16,1860000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,1.0,35.0,,0,,7,1961.0,5748,2344,1,18.6,3.1973
10675,Näsbydalsvägen 16,3150000,18337,Täby kommun,31973,Lägenhet,Bostadsrätt,3.0,79.5,,0,,8,1961.0,12627,4344,1,31.5,3.1973
10676,Kometvägen 61,2270000,18348,Täby kommun,31216,Lägenhet,Bostadsrätt,2.0,59.0,,0,,3,1961.0,3600,3603,1,22.7,3.1216
10677,"Kometvägen 51, 2tr",2995000,18348,Täby kommun,31216,Lägenhet,Bostadsrätt,3.0,81.0,,0,,2,1962.0,5400,5218,1,29.95,3.1216
10678,Kometvägen 15,2360000,18348,Täby kommun,31216,Lägenhet,Bostadsrätt,2.0,59.5,,0,,1,1964.0,3741,3882,1,23.6,3.1216
10679,"Kometvägen 23, 8tr",2850000,18348,Täby kommun,31216,Lägenhet,Bostadsrätt,2.0,61.5,,0,,8,1961.0,5400,4346,1,28.5,3.1216
10680,Kometvägen 21 vån 3,3060000,18348,Täby kommun,31216,Lägenhet,Bostadsrätt,3.0,83.5,,0,,3,,3000,5499,1,30.6,3.1216
10681,Kometvägen 21 vån 3,3060000,18348,Täby kommun,31216,Lägenhet,Bostadsrätt,3.0,83.5,,0,,3,,3000,5499,1,30.6,3.1216
10682,Kometvägen 49,3050000,18348,Täby kommun,31216,Lägenhet,Bostadsrätt,3.0,81.0,,0,,2,1962.0,3000,5218,1,30.5,3.1216
10683,KOMETVÄGEN 19,2250000,18348,Täby kommun,31216,Lägenhet,Bostadsrätt,2.0,45.0,,0,,4,1964.0,4800,3552,1,22.5,3.1216
10684,KOMETVÄGEN 19,2250000,18348,Täby kommun,31216,Lägenhet,Bostadsrätt,2.0,45.0,,0,,4,1964.0,4800,3552,1,22.5,3.1216
