,titel,slutpris,postnummer,ort,medelinkomst_månad,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Biarea,Uteplats,Tomtarea,Våning,Byggår,Driftkostnad,Avgift,Finns_hiss
179,"Hovstagränd 9, 1 tr",2575000,12470.0,Stockholms kommun,23913.0,Lägenhet,Bostadsrätt,3.0,71.5,,0,,3.0,2007.0,4800.0,6051.0,1
9380,Hovstagränd 5,2300000,12470.0,Stockholms kommun,23913.0,Lägenhet,Bostadsrätt,3.0,71.5,,0,,3.0,2007.0,9060.0,6051.0,1
4258,"Hallsbergsgatan 22, vån 3",1840000,12470.0,Stockholms kommun,23913.0,Lägenhet,Bostadsrätt,2.0,42,,0,,3.0,2015.0,1332.0,3681.0,1
2306,"Glanshammarsgatan 17, etage",3500000,12470.0,Stockholms kommun,23913.0,Lägenhet,Bostadsrätt,4.5,114.6,,0,,5.0,1997.0,6000.0,7942.0,1
7641,Klockhammarsgränd 4,2000000,12470.0,Stockholms kommun,23913.0,Lägenhet,Bostadsrätt,2.0,60,,0,,3.0,2007.0,3000.0,4931.0,1
5416,Klockhammarsgränd 4,2000000,12470.0,Stockholms kommun,23913.0,Lägenhet,Bostadsrätt,2.0,60,,0,,3.0,2007.0,3000.0,4931.0,1
1585,Hallsbergsgatan 22,2595000,12470.0,Stockholms kommun,23913.0,Lägenhet,Bostadsrätt,4.0,78,,0,,5.0,2014.0,7200.0,6044.0,1
4439,"Hallsbergsgatan 20, 5 tr",1960000,12470.0,Stockholms kommun,23913.0,Lägenhet,Bostadsrätt,2.0,49,,0,,5.0,2015.0,6000.0,4140.0,1
7858,Lillhagsvägen 36,2200000,12471.0,Stockholms kommun,23230.0,Lägenhet,Bostadsrätt,3.0,69,,0,,1.0,1992.0,4700.0,5781.0,1
6416,"Lillhagsvägen 6, 3 tr!",2070000,12471.0,Stockholms kommun,23230.0,Lägenhet,Bostadsrätt,3.0,69,,0,,3.0,1992.0,4800.0,5726.0,1
8433,Skyllbergsgatan 1 5tr,2295000,12471.0,Stockholms kommun,23230.0,Lägenhet,Bostadsrätt,2.5,68,,0,,5.0,2008.0,3600.0,4189.0,1
9761,"Lillhagsvägen 8, 1tr",2350000,12471.0,Stockholms kommun,23230.0,Lägenhet,Bostadsrätt,3.0,69,,0,,1.0,1992.0,4200.0,5633.0,1
8152,Lillhagsvägen 18,2350000,12471.0,Stockholms kommun,23230.0,Lägenhet,Bostadsrätt,4.0,90,,0,,2.0,1992.0,19780.0,7510.0,1
6030,Lillhagsvägen 8,2025000,12471.0,Stockholms kommun,23230.0,Lägenhet,Bostadsrätt,3.0,69,,0,,2.0,1992.0,3000.0,5633.0,1
7078,Lillhagsvägen 30,2100000,12471.0,Stockholms kommun,23230.0,Lägenhet,Bostadsrätt,2.0,67,,0,,4.0,,6000.0,6068.0,1
2262,"Lillhagsvägen 32, 2 tr!",2800000,12471.0,Stockholms kommun,23230.0,Lägenhet,Bostadsrätt,4.0,90,,0,,4.0,1992.0,9000.0,7817.0,1
9221,Fjugestagränd 3,2325000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,3.0,60,,0,,2.0,1958.0,3600.0,3956.0,1
4966,Fjugestagränd 3,2000000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,3.0,67,,0,,3.0,,8100.0,4266.0,1
3593,Fjugestagränd 9,1825000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,2.0,43,,0,,1.0,1960.0,5328.0,2817.0,1
4904,"Fjugestagränd 11, 2 tr",2000000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,3.0,67,,0,,2.0,1960.0,6300.0,4266.0,0
8789,Stjärnsundsgatan 9,2500000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,4.0,75,,0,,2.0,1959.0,5600.0,4935.0,1
5638,Glanshammarsgatan 97,2000000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,2.0,58,,0,,2.0,,6900.0,3566.0,1
1354,Stjärnsundsgatan 9,2500000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,4.0,75,,0,,4.0,1959.0,5600.0,4935.0,1
5192,"Fjugestagränd 4, 12472 Bandhagen",1800000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,3.0,59.5,,0,,3.0,,5100.0,3896.0,1
5206,Stjärnsundsgatan 11,1875000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,3.0,59.5,,0,,1.0,1958.0,4200.0,3841.0,1
5847,Stjärnsundsgatan 17,2200000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,3.0,60,,0,,1.0,1958.0,4200.0,3623.0,1
10528,Fjugestagränd 1,2420000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,4.0,77.5,,0,,1.0,,9600.0,4754.0,1
7881,Glanshammarsgatan 97,2000000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,2.0,58,,0,,2.0,,6900.0,3566.0,1
7367,Glanshammarsgatan 89,2075000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,3.0,60,,0,,3.0,1960.0,4440.0,3956.0,1
7988,Fjugestagränd 7,2170000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,3.0,59.5,,0,,2.0,,9360.0,3841.0,1
1852,Stjärnsundsgatan 15,2700000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,4.0,88.5,,0,,4.0,1960.0,3000.0,5382.0,1
7239,Fjugestagränd 3,2000000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,3.0,67,,0,,3.0,,8100.0,4266.0,1
3790,Stjärnsundsgatan 5,1995000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,3.0,59.5,,0,,1.0,1960.0,9768.0,3562.0,1
8008,Fjugestagränd 23,2125000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,3.0,67,,0,,1.0,1958.0,6658.0,3999.0,1
5982,Fjugestagränd 23,2250000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,3.0,59.5,,0,,1.0,1960.0,4200.0,3996.0,1
6000,Stjärnsundsgatan 13,2200000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,4.0,75,,0,,3.0,1960.0,7560.0,4754.0,1
7179,"Fjugestagränd 11, 2 tr",2000000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,3.0,67,,0,,2.0,1960.0,6300.0,4266.0,0
517,Stjärnsundsgatan 19,2850000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,4.0,88.5,,0,,1.0,1960.0,6600.0,5348.0,1
8216,Fjugestagränd 23,2250000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,3.0,59.5,,0,,1.0,1960.0,4200.0,3996.0,1
4166,Glanshammarsgatan 91,1800000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,4.0,75.5,,0,,4.0,1960.0,8400.0,4833.0,1
4094,Stjärnsundsgatan 7,1825000,12472.0,Stockholms kommun,29872.0,Lägenhet,Bostadsrätt,2.0,51,,0,,1.0,,3000.0,3266.0,1
3508,Vintrosagatan 11,3025000,12473.0,Stockholms kommun,22399.0,Lägenhet,Bostadsrätt,4.0,87,,0,,3.0,,3000.0,5326.0,1
5099,"Vintrosagatan 3, vån 8/8",1900000,12473.0,Stockholms kommun,22399.0,Lägenhet,Bostadsrätt,2.0,33,,0,,8.0,1958.0,7860.0,2801.0,1
1173,Vintrosagatan 13,2575000,12473.0,Stockholms kommun,22399.0,Lägenhet,Bostadsrätt,3.5,82,,0,,2.0,,13068.0,4563.0,1
5246,"Vintrosagatan 1, vån 2",1825000,12473.0,Stockholms kommun,22399.0,Lägenhet,Bostadsrätt,2.0,42,,0,,2.0,1958.0,3800.0,3565.0,1
2962,"Vintrosagatan 3, vån 4",1675000,12473.0,Stockholms kommun,22399.0,Lägenhet,Bostadsrätt,2.0,38,,0,,3.0,1958.0,3900.0,3227.0,0
2741,Vintrosagatan 1,1750000,12473.0,Stockholms kommun,22399.0,Lägenhet,Bostadsrätt,2.0,38,,0,,1.0,1959.0,7500.0,3225.0,1
2378,"Vintrosagatan 7, vån 5",3097500,12473.0,Stockholms kommun,22399.0,Lägenhet,Bostadsrätt,5.0,114,,0,,0.0,1959.0,8900.0,7541.0,1
1037,Vintrosagatan 11,3025000,12473.0,Stockholms kommun,22399.0,Lägenhet,Bostadsrätt,4.0,87,,0,,6.0,,3000.0,5326.0,1
5006,"Vintrosagatan 3, vån 5 av 8",1800000,12473.0,Stockholms kommun,22399.0,Lägenhet,Bostadsrätt,2.0,42,,0,,5.0,2019.0,4600.0,3565.0,1
4818,Vintrosagatan 1,1750000,12473.0,Stockholms kommun,22399.0,Lägenhet,Bostadsrätt,2.0,38,,0,,5.0,1959.0,7500.0,3225.0,1
5368,Vintrosagatan 1 vån 3/8,1900000,12473.0,Stockholms kommun,22399.0,Lägenhet,Bostadsrätt,2.0,50,,0,,3.0,1959.0,3000.0,4244.0,1
3275,"Vintrosagatan 1, vån 4",1700000,12473.0,Stockholms kommun,22399.0,Lägenhet,Bostadsrätt,2.0,33,,0,,4.0,1959.0,6000.0,2802.0,1
6996,"Vintrosagatan 7, våning 8",2210000,12473.0,Stockholms kommun,22399.0,Lägenhet,Bostadsrätt,3.0,82,,0,,8.0,1959.0,3000.0,5424.0,1
7735,Vintrosagatan 3,2100000,12473.0,Stockholms kommun,22399.0,Lägenhet,Bostadsrätt,2.0,50,,0,,5.0,1959.0,3200.0,4245.0,1
7683,Vintrosagatan 52 2tr,2180000,12474.0,Stockholms kommun,24879.0,Lägenhet,Bostadsrätt,3.0,80,,0,,2.0,1959.0,3600.0,4096.0,1
10146,Vintrosagatan 56 8tr,2350000,12474.0,Stockholms kommun,24879.0,Lägenhet,Bostadsrätt,2.0,57,,0,,8.0,1959.0,3600.0,3224.0,0
5490,Vedevågslingan 30,1820000,12474.0,Stockholms kommun,24879.0,Lägenhet,Bostadsrätt,2.0,57.3,,0,,2.0,1959.0,3000.0,3285.0,1
2058,Vintrosagatan 54,2830000,12474.0,Stockholms kommun,24879.0,Lägenhet,Bostadsrätt,4.0,90,,0,,1.0,1959.0,7800.0,4694.0,1
5766,Vedevågslingan 14,1900000,12474.0,Stockholms kommun,24879.0,Lägenhet,Bostadsrätt,2.0,56,,0,,2.0,,4800.0,3226.0,0
3205,Vedevågslingan 23,1700000,12474.0,Stockholms kommun,24879.0,Lägenhet,Bostadsrätt,1.0,43.8,,0,,3.0,2008.0,5000.0,2992.0,1
7378,Vedevågslingan 16,2250000,12474.0,Stockholms kommun,24879.0,Lägenhet,Bostadsrätt,3.5,75,,0,,1.0,1958.0,3500.0,4385.0,1
1908,Vedevågslingan 10,2650000,12474.0,Stockholms kommun,24879.0,Lägenhet,Bostadsrätt,4.0,86.5,,0,,2.0,,4800.0,5069.0,1
9899,Vedevågslingan 16,2250000,12474.0,Stockholms kommun,24879.0,Lägenhet,Bostadsrätt,3.5,75,,0,,1.0,1958.0,3500.0,4385.0,1
9050,"Vintrosagatan 52, 3tr",2370000,12474.0,Stockholms kommun,24879.0,Lägenhet,Bostadsrätt,3.0,80,,0,,3.0,,6628.0,4096.0,1
6612,Vedevågslingan 28,2110000,12474.0,Stockholms kommun,24879.0,Lägenhet,Bostadsrätt,3.0,76,,0,,1.0,,4800.0,4445.0,0
6686,Vintrosagatan 56 vån 7/8,2200000,12474.0,Stockholms kommun,24879.0,Lägenhet,Bostadsrätt,2.0,57,,0,,7.0,1959.0,3300.0,3443.0,1
6737,"Göksholmsbacken 24, vån 3/3",2100000,12474.0,Stockholms kommun,24879.0,Lägenhet,Bostadsrätt,2.0,56.3,,0,,3.0,,3600.0,3321.0,0
1783,Vintrosagatan 50 3tr,2780000,12474.0,Stockholms kommun,24879.0,Lägenhet,Bostadsrätt,3.0,73,,0,,1.0,1959.0,3300.0,3830.0,1
3514,"Göksholmsbacken 18, 3tr",1820000,12474.0,Stockholms kommun,24879.0,Lägenhet,Bostadsrätt,2.0,59.8,,0,,3.0,2008.0,5728.0,4289.0,1
9059,Göksholmsbacken 18,2390000,12474.0,Stockholms kommun,24879.0,Lägenhet,Bostadsrätt,3.0,69.5,,1,,1.0,2008.0,9375.0,4985.0,1
3594,Göksholmsbacken 16,1850000,12474.0,Stockholms kommun,24879.0,Lägenhet,Bostadsrätt,2.0,59.8,,0,,2.0,2007.0,3000.0,4289.0,1
1916,Vedevågslingan 18,1720000,12474.0,Stockholms kommun,24879.0,Lägenhet,Bostadsrätt,2.0,56,,0,,3.0,1958.0,15360.0,3291.0,1
2230,Göksholmsbacken 26 1tr,2575000,12474.0,Stockholms kommun,24879.0,Lägenhet,Bostadsrätt,4.0,87,,0,,2.0,1959.0,8300.0,5061.0,1
9505,Vedevågslingan 34,2470000,12474.0,Stockholms kommun,24879.0,Lägenhet,Bostadsrätt,4.0,86.6,,0,,2.0,1958.0,10200.0,5061.0,1
3022,Vedevågslingan 4,1550000,12474.0,Stockholms kommun,24879.0,Lägenhet,Bostadsrätt,2.0,56.3,,0,,2.0,1958.0,11760.0,3226.0,1
8095,Vintrosagatan 50,2350000,12474.0,Stockholms kommun,24879.0,Lägenhet,Bostadsrätt,3.0,73,,0,,3.0,1959.0,2628.0,3830.0,1
9524,"Vintrosagatan 50, vån 8 av 9",2450000,12474.0,Stockholms kommun,24879.0,Lägenhet,Bostadsrätt,3.0,80,,0,,8.0,1959.0,2628.0,4096.0,1
4359,Gällerstagränd 5,2000000,12476.0,Stockholms kommun,31703.0,Lägenhet,Bostadsrätt,4.0,75.5,,0,,2.0,1960.0,4300.0,4958.0,1
10467,Olshammarsgatan 58,2400000,12476.0,Stockholms kommun,31703.0,Lägenhet,Bostadsrätt,4.0,87.5,,0,,4.0,1959.0,8400.0,5832.0,1
292,"Olshammarsgatan 64, 5 tr",2505000,12476.0,Stockholms kommun,31703.0,Lägenhet,Bostadsrätt,4.0,87.5,,0,,5.0,1959.0,3000.0,6477.0,1
9584,Olshammarsgatan 58,2450000,12476.0,Stockholms kommun,31703.0,Lägenhet,Bostadsrätt,3.0,73,,0,,6.0,1959.0,5400.0,5148.0,1
5286,Olshammarsgatan 83,1850000,12476.0,Stockholms kommun,31703.0,Lägenhet,Bostadsrätt,2.0,57,,0,,3.0,1959.0,4200.0,4147.0,1
8018,Gällerstagränd 1 vån 3/3,2100000,12476.0,Stockholms kommun,31703.0,Lägenhet,Bostadsrätt,3.0,59.5,,0,,3.0,1960.0,4200.0,3966.0,1
2581,Olshammarsgatan 73,1635000,12476.0,Stockholms kommun,31703.0,Lägenhet,Bostadsrätt,1.0,27.5,,0,,4.0,,3000.0,2242.0,1
8902,Olshammarsgatan 64,2415000,12476.0,Stockholms kommun,31703.0,Lägenhet,Bostadsrätt,3.0,68.5,,0,,5.0,1959.0,8612.0,4882.0,1
6645,Gällerstagränd 5,2000000,12476.0,Stockholms kommun,31703.0,Lägenhet,Bostadsrätt,4.0,75.5,,0,,2.0,1960.0,4300.0,4958.0,1
7267,Olshammarsgatan 56,2150000,12476.0,Stockholms kommun,31703.0,Lägenhet,Bostadsrätt,3.0,68.5,,0,,5.0,1959.0,9240.0,4882.0,1
6438,Olshammarsgatan 89,2225000,12476.0,Stockholms kommun,31703.0,Lägenhet,Bostadsrätt,3.0,68,,0,,1.0,,8700.0,4752.0,0
6232,Olshammarsgatan 56,2125000,12476.0,Stockholms kommun,31703.0,Lägenhet,Bostadsrätt,3.0,73,,0,,6.0,1960.0,5100.0,5268.0,1
1188,Olshammarsgatan 83,1400000,12476.0,Stockholms kommun,31703.0,Lägenhet,Bostadsrätt,1.0,27.5,,0,,2.0,1959.0,3600.0,2242.0,1
3882,Olshammarsgatan 77,1760000,12476.0,Stockholms kommun,31703.0,Lägenhet,Bostadsrätt,2.0,57,,0,,2.0,1959.0,3000.0,4147.0,1
6518,Olshammarsgatan 54 vån 5/10,2200000,12476.0,Stockholms kommun,31703.0,Lägenhet,Bostadsrätt,3.0,73,,0,,5.0,1959.0,3600.0,5250.0,1
4194,Långsjövägen 58,1990000,12530.0,Stockholms kommun,30660.0,Lägenhet,Bostadsrätt,2.0,32,,0,,2.0,1937.0,5000.0,2276.0,1
4437,Hakeskyttvägen 19,1920000,12530.0,Stockholms kommun,30660.0,Lägenhet,Bostadsrätt,1.0,35,,0,,1.0,1936.0,5509.0,2613.0,1
4351,Johan skyttes väg 196,1950000,12534.0,Stockholms kommun,40503.0,Lägenhet,Bostadsrätt,1.0,43,,0,,2.0,,2700.0,2856.0,1
1990,Älvsjö torg 17,3430000,12534.0,Stockholms kommun,40503.0,Lägenhet,Bostadsrätt,3.0,71,,0,,2.0,2015.0,3000.0,5181.0,1
1214,Johan Skyttes väg 233,2575000,12534.0,Stockholms kommun,40503.0,Lägenhet,Bostadsrätt,2.0,50,,0,,1.0,1936.0,6300.0,3231.0,1
10538,Annandagsvägen 8 vån 3/3,2350000,12535.0,Stockholms kommun,45504.0,Lägenhet,Bostadsrätt,1.5,42,,0,,3.0,1945.0,4200.0,2744.0,1
8873,Annandagsvägen 7,2250000,12535.0,Stockholms kommun,45504.0,Lägenhet,Bostadsrätt,1.5,37,,0,,3.0,1945.0,4800.0,2560.0,1
6507,Annandagsvägen 7,2250000,12535.0,Stockholms kommun,45504.0,Lägenhet,Bostadsrätt,1.5,37,,0,,3.0,1945.0,4800.0,2560.0,1
3241,Kabelverksgatan 3,3020000,12535.0,Stockholms kommun,45504.0,Lägenhet,Bostadsrätt,2.0,50,,0,,4.0,2017.0,3000.0,4046.0,1
770,Kabelverksgatan 3,3020000,12535.0,Stockholms kommun,45504.0,Lägenhet,Bostadsrätt,2.0,50,,0,,2.0,2017.0,3000.0,4046.0,1
8516,Annandagsvägen 8,2300000,12535.0,Stockholms kommun,45504.0,Lägenhet,Bostadsrätt,1.0,42,,0,,3.0,,3800.0,2744.0,0
2897,Dopparestigen 6,1700000,12535.0,Stockholms kommun,45504.0,Lägenhet,Bostadsrätt,1.0,30,,0,,1.0,1929.0,3000.0,2583.0,1
5883,Lisebergsvägen 117,2150000,12535.0,Stockholms kommun,45504.0,Lägenhet,Bostadsrätt,2.0,53,,0,,2.0,1919.0,5224.0,4986.0,1
6417,"Malmköpingsvägen 45, BV",2000000,12540.0,Stockholms kommun,39742.0,Lägenhet,Bostadsrätt,1.5,35,,0,,1.0,1939.0,3000.0,2782.0,1
754,Björnlundavägen 2C,2650000,12540.0,Stockholms kommun,39742.0,Lägenhet,Bostadsrätt,2.0,54,,0,,1.0,1944.0,6492.0,3473.0,1
7738,"Malmköpingsvägen 42 D, vån 2",2200000,12540.0,Stockholms kommun,39742.0,Lägenhet,Bostadsrätt,2.0,42.5,,1,,2.0,2022.0,4200.0,2562.0,1
6751,"Årdalavägen 89, 2 tr",2050000,12540.0,Stockholms kommun,39742.0,Lägenhet,Bostadsrätt,2.0,44,,0,,2.0,1945.0,7788.0,3756.0,1
4085,"Malmköpingsvägen 45, BV",2000000,12540.0,Stockholms kommun,39742.0,Lägenhet,Bostadsrätt,1.5,35,,0,,1.0,1939.0,3000.0,2782.0,1
9804,Malmköpingsvägen 42D 2tr,2325000,12540.0,Stockholms kommun,39742.0,Lägenhet,Bostadsrätt,2.0,45,,0,,2.0,2022.0,3600.0,3338.0,1
7556,Malmköpingsvägen 42D,2050000,12540.0,Stockholms kommun,39742.0,Lägenhet,Bostadsrätt,2.0,38,,0,,1.0,,3600.0,2850.0,1
9823,Årdalavägen 85,2400000,12540.0,Stockholms kommun,39742.0,Lägenhet,Bostadsrätt,2.0,50,,0,,2.0,1945.0,5400.0,3015.0,1
2704,Årdalavägen 89,1680000,12540.0,Stockholms kommun,39742.0,Lägenhet,Bostadsrätt,1.0,28,,0,,3.0,1945.0,3000.0,2391.0,1
1935,Malmköpingsvägen 47,1600000,12540.0,Stockholms kommun,39742.0,Lägenhet,Bostadsrätt,1.0,34,,0,,2.0,1940.0,3000.0,2926.0,1
398,Gamla Huddingevägen 457,2550000,12542.0,Stockholms kommun,23969.0,Lägenhet,Bostadsrätt,2.0,48.5,,0,,1.0,1959.0,3000.0,3343.0,1
3709,Gamla Huddingevägen 449A,3500000,12542.0,Stockholms kommun,23969.0,Lägenhet,Bostadsrätt,3.0,79.6,,0,,3.0,,15600.0,4568.0,1
884,"Gamla Huddingevägen 424 B, 2 tr",2795000,12542.0,Stockholms kommun,23969.0,Lägenhet,Bostadsrätt,2.0,74,,0,,4.0,1950.0,3000.0,3934.0,1
1238,Gamla Huddingevägen 449A,3500000,12542.0,Stockholms kommun,23969.0,Lägenhet,Bostadsrätt,3.0,79.6,,0,,2.0,,15600.0,4568.0,1
5756,Åkerögränd 8,2000000,12542.0,Stockholms kommun,23969.0,Lägenhet,Bostadsrätt,2.0,42,,0,,-1.0,1959.0,4800.0,2918.0,1
3589,"Gamla Huddingevägen 440, vån 3/3",1795000,12542.0,Stockholms kommun,23969.0,Lägenhet,Bostadsrätt,1.0,33,,0,,3.0,1970.0,3000.0,1477.0,1
1122,Gamla Huddingevägen 449,3150000,12542.0,Stockholms kommun,23969.0,Lägenhet,Bostadsrätt,3.0,71.7,,0,,2.0,1970.0,9600.0,4115.0,1
1674,Gamla Huddingevägen 449B,2930000,12542.0,Stockholms kommun,23969.0,Lägenhet,Bostadsrätt,2.0,60.6,,0,,-1.0,1972.0,15500.0,3479.0,1
7042,Gamla Huddingevägen 439C,2000000,12542.0,Stockholms kommun,23969.0,Lägenhet,Bostadsrätt,1.0,39,,0,,2.0,1929.0,3240.0,3311.0,0
10031,Gamla Huddingevägen 451 2tr,2395000,12542.0,Stockholms kommun,23969.0,Lägenhet,Bostadsrätt,2.0,58,,0,,2.0,1944.0,3600.0,3527.0,0
4741,Gamla Huddingevägen 439C,2000000,12542.0,Stockholms kommun,23969.0,Lägenhet,Bostadsrätt,1.0,39,,0,,2.0,1929.0,3240.0,3311.0,0
3593,Gamla Huddingevägen 449,3150000,12542.0,Stockholms kommun,23969.0,Lägenhet,Bostadsrätt,3.0,71.7,,0,,1.0,1970.0,9600.0,4115.0,1
2273,Gamla Huddingevägen 449 B,2660000,12542.0,Stockholms kommun,23969.0,Lägenhet,Bostadsrätt,2.0,60.6,,0,,3.0,1970.0,15600.0,3479.0,1
8874,Gamla Huddingevägen 436,2475000,12542.0,Stockholms kommun,23969.0,Lägenhet,Bostadsrätt,1.0,45,,1,,1.0,1956.0,3681.0,2097.0,1
4891,Gamla Huddingevägen 442,2000000,12542.0,Stockholms kommun,23969.0,Lägenhet,Bostadsrätt,2.0,56,,0,,1.0,1940.0,3000.0,2503.0,1
7070,"Gamla Huddingevägen 446, vån 1",2200000,12542.0,Stockholms kommun,23969.0,Lägenhet,Bostadsrätt,1.5,44.5,,0,,1.0,1957.0,3900.0,1953.0,1
5781,Gamla Huddingevägen 453,1825000,12542.0,Stockholms kommun,23969.0,Lägenhet,Bostadsrätt,1.5,39,,0,,2.0,,5640.0,2578.0,1
7990,Åkerögränd 8,2000000,12542.0,Stockholms kommun,23969.0,Lägenhet,Bostadsrätt,2.0,42,,0,,-1.0,1959.0,4800.0,2918.0,1
7165,Gamla Huddingevägen 442,2000000,12542.0,Stockholms kommun,23969.0,Lägenhet,Bostadsrätt,2.0,56,,0,,1.0,1940.0,3000.0,2503.0,1
7400,"Gamla Huddingevägen 441, 3tr",2195000,12542.0,Stockholms kommun,23969.0,Lägenhet,Bostadsrätt,1.0,40,,0,,3.0,2015.0,3600.0,3866.0,1
1859,Gamla Huddingevägen 444,3250000,12542.0,Stockholms kommun,23969.0,Lägenhet,Bostadsrätt,3.0,55,"15,8 m²",0,,1.0,1942.0,7560.0,3586.0,1
1400,Gamla Huddingevägen 417,1400000,12542.0,Stockholms kommun,23969.0,Lägenhet,Bostadsrätt,1.0,27,,0,,1.0,1958.0,7040.0,1608.0,1
5551,Turingevägen 41A,1800000,12543.0,Stockholms kommun,42592.0,Lägenhet,Bostadsrätt,1.0,47,,0,,3.0,,3000.0,2549.0,1
1835,Turingevägen 42,1500000,12543.0,Stockholms kommun,42592.0,Lägenhet,Bostadsrätt,1.0,25,,0,,3.0,,3000.0,2244.0,1
66,Turingevägen 42,1500000,12543.0,Stockholms kommun,42592.0,Lägenhet,Bostadsrätt,1.0,25,,0,,2.0,,3000.0,2244.0,1
6349,Turingevägen 42,2230000,12543.0,Stockholms kommun,42592.0,Lägenhet,Bostadsrätt,2.0,42,,0,,2.0,,4500.0,3469.0,1
2,Turingevägen 41B,3500000,12543.0,Stockholms kommun,42592.0,Lägenhet,Bostadsrätt,3.0,76,,1,,3.0,,3000.0,3982.0,1
3415,Solberga hagväg 16,3400000,12544.0,Stockholms kommun,24675.0,Lägenhet,Bostadsrätt,3.0,77,,0,,4.0,1985.0,3000.0,5034.0,1
1107,Solberga Ängsväg 8,3000000,12544.0,Stockholms kommun,24675.0,Lägenhet,Bostadsrätt,3.0,85.5,,0,,1.0,1985.0,6300.0,5507.0,1
990,Solberga Ängsväg 8,3000000,12544.0,Stockholms kommun,24675.0,Lägenhet,Bostadsrätt,3.0,85.5,,0,,1.0,1985.0,6300.0,5507.0,1
3019,Prästgårdsgränd 14,3350000,12544.0,Stockholms kommun,24675.0,Lägenhet,Bostadsrätt,3.0,75,,0,,3.0,1985.0,6600.0,4424.0,1
1030,Solberga Ängsväg 14,3450000,12544.0,Stockholms kommun,24675.0,Lägenhet,Bostadsrätt,3.5,70,,0,,1.0,,4706.0,4543.0,1
388,Prästgårdsgränd 14A,3420000,12544.0,Stockholms kommun,24675.0,Lägenhet,Bostadsrätt,3.0,77,,1,,1.0,1985.0,4200.0,4563.0,1
1690,Solberga Ängsväg 8,3390000,12544.0,Stockholms kommun,24675.0,Lägenhet,Bostadsrätt,4.0,85.5,,0,,1.0,1985.0,11400.0,5556.0,1
7133,"Solberga Ängsväg 15, 3 tr",2195000,12544.0,Stockholms kommun,24675.0,Lägenhet,Bostadsrätt,2.0,56.5,,0,,3.0,1986.0,5500.0,4852.0,0
548,Prästgårdsgränd 14,3350000,12544.0,Stockholms kommun,24675.0,Lägenhet,Bostadsrätt,3.0,75,,0,,2.0,1985.0,6600.0,4424.0,1
10543,Solberga hagväg 14,2295000,12544.0,Stockholms kommun,24675.0,Lägenhet,Bostadsrätt,2.0,63,,0,,2.0,,3000.0,4206.0,1
3461,Solberga Ängsväg 8,3000000,12544.0,Stockholms kommun,24675.0,Lägenhet,Bostadsrätt,3.0,85.5,,0,,1.0,1985.0,6300.0,5507.0,1
2000,"Prästgårdsgränd 13, vån 3",2950000,12544.0,Stockholms kommun,24675.0,Lägenhet,Bostadsrätt,2.0,63,,0,,3.0,,4800.0,3463.0,1
944,Solberga hagväg 16,3400000,12544.0,Stockholms kommun,24675.0,Lägenhet,Bostadsrätt,3.0,77,,0,,0.0,1985.0,3000.0,5034.0,1
2174,Solberga Hagväg 13,2600000,12544.0,Stockholms kommun,24675.0,Lägenhet,Bostadsrätt,2.0,64,,0,,2.0,1985.0,3000.0,4317.0,1
2858,Prästgårdsgränd 14A,3420000,12544.0,Stockholms kommun,24675.0,Lägenhet,Bostadsrätt,3.0,77,,1,,2.0,1985.0,4200.0,4563.0,1
3501,Solberga Ängsväg 14,3450000,12544.0,Stockholms kommun,24675.0,Lägenhet,Bostadsrätt,3.5,70,,0,,1.0,,4706.0,4543.0,1
15,Solberga Ängsväg 10 3tr,3320000,12544.0,Stockholms kommun,24675.0,Lägenhet,Bostadsrätt,3.0,82.5,,0,,7.0,1985.0,4200.0,5339.0,1
